tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2026-03-01 16:29:08,2026-03-01 16:37:00,1,8.64,30.45,No Charge
2026-03-04 08:12:41,2026-03-04 08:22:23,6,2.56,18.64,Dispute
2026-03-04 06:25:06,2026-03-04 06:59:36,2,17.27,53.01,No Charge
2026-03-03 08:53:23,2026-03-03 09:32:26,6,17.78,51.68,No Charge
2026-03-05 15:42:09,2026-03-05 16:37:46,3,4.21,13.77,Dispute
2026-03-03 10:30:02,2026-03-03 10:50:07,1,4.01,18.1,Cash
2026-03-01 02:44:57,2026-03-01 03:36:53,1,12.12,40.57,Cash
2026-03-07 13:49:19,2026-03-07 14:28:52,6,24.97,68.09,No Charge
2026-03-03 12:34:58,2026-03-03 13:26:56,4,23.57,62.14,No Charge
2026-03-02 16:31:43,2026-03-02 17:26:46,3,6.38,26.17,Dispute
2026-03-07 02:47:45,2026-03-07 02:51:06,2,15.02,-9.94,Dispute
2026-03-02 02:29:16,2026-03-02 03:03:51,5,3.9,19.79,Dispute
2026-03-05 11:48:31,2026-03-05 12:28:57,2,16.02,44.93,No Charge
2026-03-05 05:26:39,2026-03-05 05:39:28,3,21.27,65.42,No Charge
2026-03-03 14:24:25,2026-03-03 14:28:47,6,9.49,26.78,No Charge
2026-03-02 05:54:31,2026-03-02 06:41:50,6,2.34,16.37,No Charge
2026-03-02 21:53:49,2026-03-02 22:20:40,3,10.52,37.1,Cash
2026-03-07 22:34:53,2026-03-07 23:15:50,1,24.13,68.52,Cash
2026-03-06 20:54:09,2026-03-06 21:24:44,1,6.68,21.9,No Charge
2026-03-04 11:19:08,2026-03-04 11:32:44,4,15.15,46.3,Credit Card
2026-03-06 13:06:43,2026-03-06 13:54:28,4,21.55,61.08,Dispute
2026-03-04 02:05:27,2026-03-04 03:02:50,1,22.44,69.05,No Charge
2026-03-07 18:44:48,2026-03-07 18:47:58,3,15.65,43.06,Cash
2026-03-01 08:13:28,2026-03-01 09:10:19,2,13.75,37.82,Credit Card
2026-03-03 02:00:21,2026-03-03 02:34:29,4,11.76,-6.21,No Charge
2026-03-01 07:45:45,2026-03-01 08:03:39,6,3.61,20.53,Cash
2026-03-01 14:41:20,2026-03-01 15:12:02,4,21.04,58.76,Cash
2026-03-06 04:37:01,2026-03-06 04:47:20,3,11.84,38.93,No Charge
2026-03-03 16:24:47,2026-03-03 16:45:46,2,7.53,30.62,No Charge
2026-03-07 16:26:47,2026-03-07 17:18:58,3,22.06,59.52,Cash
2026-03-05 10:35:59,2026-03-05 11:01:28,5,2.25,16.08,Credit Card
2026-03-02 20:12:42,2026-03-02 20:20:30,5,19.11,51.27,Cash
2026-03-04 01:34:56,2026-03-04 02:11:34,5,4.54,17.98,Cash
2026-03-03 23:19:13,2026-03-03 23:57:40,6,6.55,23.92,Dispute
2026-03-06 08:36:53,2026-03-06 09:10:18,5,15.23,47.17,Credit Card
2026-03-02 03:32:20,2026-03-02 04:07:16,2,18.68,58.06,No Charge
2026-03-02 04:16:19,2026-03-02 04:37:52,2,7.28,30.3,Credit Card
2026-03-05 23:21:20,2026-03-06 00:03:06,2,14.32,39.69,Cash
2026-03-05 22:33:11,2026-03-05 23:09:15,3,22.8,63.21,Credit Card
2026-03-07 16:16:07,2026-03-07 16:44:09,6,0.85,8.6,No Charge
2026-03-07 11:22:26,2026-03-07 12:12:35,2,13.22,38.92,Cash
2026-03-07 06:00:44,2026-03-07 06:56:05,2,20.86,59.22,Dispute
2026-03-02 16:59:21,2026-03-02 17:13:03,3,19.01,55.58,No Charge
2026-03-01 03:07:26,2026-03-01 03:48:52,3,12.05,35.23,Credit Card
2026-03-06 13:31:05,2026-03-06 13:38:32,3,12.64,38.12,Credit Card
2026-03-07 10:52:45,2026-03-07 11:15:46,2,24.21,-4.05,No Charge
2026-03-07 14:21:21,2026-03-07 15:07:28,3,8.73,34.15,Dispute
2026-03-04 14:05:52,2026-03-04 14:42:40,6,20.63,57.01,Dispute
2026-03-07 20:41:22,2026-03-07 21:35:05,6,15.11,44.33,Dispute
2026-03-05 12:01:21,2026-03-05 12:13:56,2,9.84,31.45,Cash
2026-03-02 13:32:30,2026-03-02 14:32:24,1,18.75,57.69,Cash
2026-03-04 22:28:54,2026-03-04 23:27:22,6,18.65,52.71,Credit Card
2026-03-05 03:07:10,2026-03-05 03:22:01,5,12.24,35.09,Credit Card
2026-03-04 15:26:48,2026-03-04 15:48:41,3,24.61,70.95,Credit Card
2026-03-04 22:23:06,2026-03-04 22:29:14,1,22.0,66.1,Cash
2026-03-03 04:42:26,2026-03-03 05:17:46,3,1.81,7.83,No Charge
2026-03-03 19:13:49,2026-03-03 19:56:36,1,21.22,64.22,No Charge
2026-03-01 20:42:38,2026-03-01 20:59:44,4,0.65,10.62,No Charge
2026-03-06 20:33:18,2026-03-06 20:45:31,6,12.29,37.92,Cash
2026-03-05 06:27:04,2026-03-05 06:31:30,6,10.14,36.38,No Charge
2026-03-02 19:54:37,2026-03-02 20:46:40,2,-0.82,9.34,Credit Card
2026-03-07 14:28:19,2026-03-07 14:39:31,2,19.95,56.11,No Charge
2026-03-03 07:04:00,2026-03-03 07:08:03,3,3.48,12.81,Credit Card
2026-03-05 05:09:28,2026-03-05 05:19:58,1,23.42,61.91,No Charge
2026-03-03 14:08:06,2026-03-03 14:57:25,1,14.37,-4.48,Credit Card
2026-03-07 17:15:53,2026-03-07 17:20:51,5,-4.04,1.08,Cash
2026-03-06 17:10:34,2026-03-06 17:37:52,5,9.86,-2.23,No Charge
2026-03-07 22:12:36,2026-03-07 23:09:57,1,14.31,39.29,Dispute
2026-03-01 17:02:29,2026-03-01 17:55:42,4,24.1,64.71,Credit Card
2026-03-05 07:36:47,2026-03-05 08:04:38,1,4.42,17.12,No Charge
2026-03-07 19:06:26,2026-03-07 19:47:22,5,7.01,20.75,Dispute
2026-03-02 12:46:29,2026-03-02 13:01:58,4,10.23,31.26,Dispute
2026-03-03 15:13:53,2026-03-03 15:43:33,1,10.06,35.47,Credit Card
2026-03-05 02:37:46,2026-03-05 02:58:59,6,5.52,21.91,Credit Card
2026-03-06 06:58:19,2026-03-06 07:25:11,5,21.62,65.66,No Charge
2026-03-03 10:29:52,2026-03-03 10:35:17,3,4.13,16.26,No Charge
2026-03-05 22:01:00,2026-03-05 22:15:27,1,8.88,34.72,Cash
2026-03-04 21:02:35,2026-03-04 21:29:53,6,22.38,59.82,Cash
2026-03-02 19:34:50,2026-03-02 20:01:52,1,14.83,46.14,Dispute
2026-03-06 06:21:46,2026-03-06 07:10:33,4,21.21,61.89,Cash
2026-03-04 10:35:45,2026-03-04 11:33:11,2,18.71,51.82,Cash
2026-03-02 10:10:08,2026-03-02 10:19:38,1,6.91,23.93,Cash
2026-03-03 14:02:53,2026-03-03 14:13:38,5,12.2,33.54,No Charge
2026-03-01 22:28:52,2026-03-01 23:27:03,2,21.88,67.21,Dispute
2026-03-06 23:16:47,2026-03-07 00:10:43,2,23.36,65.54,No Charge
2026-03-02 07:23:51,2026-03-02 08:05:30,6,20.66,57.9,No Charge
2026-03-04 10:31:03,2026-03-04 10:43:52,2,12.98,45.03,Dispute
2026-03-07 10:06:32,2026-03-07 10:44:49,6,18.23,48.95,Credit Card
2026-03-07 01:31:59,2026-03-07 01:36:48,6,11.0,37.85,No Charge
2026-03-02 03:37:23,2026-03-02 04:11:29,2,3.32,19.15,No Charge
2026-03-06 01:23:21,2026-03-06 02:19:40,4,19.7,-7.75,Credit Card
2026-03-03 08:29:49,2026-03-03 09:16:23,3,4.11,14.26,Credit Card
2026-03-04 06:11:37,2026-03-04 06:21:12,2,-0.88,-4.16,Cash
2026-03-06 05:08:41,2026-03-06 06:04:36,2,6.79,20.33,Credit Card
2026-03-07 00:30:03,2026-03-07 01:29:24,6,19.24,57.79,No Charge
2026-03-07 02:18:30,2026-03-07 03:11:32,3,10.69,31.76,Credit Card
2026-03-07 00:20:14,2026-03-07 00:51:30,2,12.03,38.49,Cash
2026-03-05 08:49:43,2026-03-05 09:19:04,3,-4.49,-0.31,No Charge
2026-03-07 11:31:27,2026-03-07 12:20:38,5,11.1,32.62,No Charge
2026-03-04 14:38:34,2026-03-04 15:34:36,5,24.53,73.76,No Charge
2026-03-04 12:17:27,2026-03-04 13:13:29,4,14.13,40.41,Cash
2026-03-06 09:52:17,2026-03-06 10:08:06,1,18.21,54.36,Dispute
2026-03-01 07:24:01,2026-03-01 07:57:43,1,1.31,13.34,No Charge
2026-03-02 06:03:18,2026-03-02 06:52:42,6,13.16,45.86,Credit Card
2026-03-01 17:52:24,2026-03-01 18:34:03,6,5.74,19.34,Dispute
2026-03-06 08:56:04,2026-03-06 09:27:21,4,23.12,65.63,Dispute
2026-03-01 13:12:46,2026-03-01 13:58:44,4,7.82,23.54,Dispute
2026-03-02 20:39:46,2026-03-02 21:27:57,3,6.81,22.08,Cash
2026-03-07 12:59:50,2026-03-07 13:08:04,6,21.43,65.83,Credit Card
2026-03-03 03:38:48,2026-03-03 04:35:54,4,8.36,33.19,Credit Card
2026-03-01 18:26:02,2026-03-01 18:52:39,4,9.43,35.24,No Charge
2026-03-05 11:29:31,2026-03-05 12:27:30,5,10.62,37.78,Credit Card
2026-03-06 08:32:07,2026-03-06 09:12:32,6,13.94,-5.15,No Charge
2026-03-03 07:34:27,2026-03-03 07:54:35,4,9.38,31.23,Cash
2026-03-06 19:45:05,2026-03-06 19:57:41,6,23.07,69.3,Dispute
2026-03-06 06:11:47,2026-03-06 06:42:01,2,4.75,22.37,No Charge
2026-03-02 10:52:06,2026-03-02 11:51:41,1,10.23,29.9,No Charge
2026-03-03 07:02:54,2026-03-03 07:42:19,4,10.74,-5.49,Credit Card
2026-03-01 14:49:13,2026-03-01 15:42:53,5,10.64,36.56,Credit Card
2026-03-02 04:10:11,2026-03-02 04:48:57,4,11.99,35.37,Dispute
2026-03-04 22:14:01,2026-03-04 23:02:37,6,6.38,23.41,Credit Card
2026-03-07 20:47:45,2026-03-07 21:09:58,2,4.86,16.83,Dispute
2026-03-03 00:08:59,2026-03-03 00:16:11,6,18.79,59.58,Cash
2026-03-04 18:07:46,2026-03-04 18:46:22,5,23.46,68.19,No Charge
2026-03-03 04:36:35,2026-03-03 05:25:33,5,5.01,22.64,No Charge
2026-03-01 16:42:33,2026-03-01 16:50:47,4,2.06,11.14,Cash
2026-03-07 03:33:16,2026-03-07 04:02:17,4,21.65,61.31,Cash
2026-03-05 04:18:13,2026-03-05 05:00:38,5,12.49,35.63,Dispute
2026-03-02 02:44:30,2026-03-02 03:31:06,2,9.28,27.99,Credit Card
2026-03-04 14:24:01,2026-03-04 15:06:14,4,15.29,44.15,Cash
2026-03-06 22:24:29,2026-03-06 22:51:43,1,11.37,39.67,Cash
2026-03-01 01:27:16,2026-03-01 01:38:46,3,14.77,49.1,No Charge
2026-03-05 03:26:44,2026-03-05 04:07:25,3,16.03,49.47,Dispute
2026-03-06 03:39:28,2026-03-06 04:31:02,3,1.05,7.92,Dispute
2026-03-06 06:56:41,2026-03-06 07:19:27,1,7.68,30.35,Dispute
2026-03-05 10:43:05,2026-03-05 11:11:04,5,17.34,46.68,Cash
2026-03-02 07:12:13,2026-03-02 07:49:48,1,17.97,-0.27,No Charge
2026-03-02 09:29:31,2026-03-02 09:52:03,3,20.55,56.2,Credit Card
2026-03-03 15:57:00,2026-03-03 16:49:48,1,1.05,13.35,Dispute
2026-03-05 20:41:26,2026-03-05 21:07:12,4,1.74,16.06,Credit Card
2026-03-03 03:17:37,2026-03-03 04:05:55,5,21.34,60.64,Credit Card
2026-03-04 09:32:15,2026-03-04 10:30:35,2,4.34,21.64,Credit Card
2026-03-04 23:27:30,2026-03-05 00:15:47,5,8.73,27.27,Dispute
2026-03-06 16:30:46,2026-03-06 16:48:23,2,20.78,64.17,Credit Card
2026-03-07 08:02:44,2026-03-07 08:42:41,6,20.68,60.46,Cash
2026-03-02 11:37:50,2026-03-02 12:10:00,3,8.14,24.02,Dispute
2026-03-06 04:07:14,2026-03-06 05:00:33,4,22.45,64.49,No Charge
2026-03-01 23:18:06,2026-03-01 23:39:53,5,16.16,53.28,Credit Card
2026-03-03 12:41:15,2026-03-03 13:08:09,4,20.9,63.99,Cash
2026-03-01 20:45:01,2026-03-01 21:30:47,3,0.96,11.49,Cash
2026-03-04 23:38:03,2026-03-05 00:27:24,4,12.47,39.52,Dispute
2026-03-02 06:09:44,2026-03-02 06:56:29,1,22.86,68.98,Credit Card
2026-03-07 05:02:24,2026-03-07 05:42:00,2,3.36,19.85,Credit Card
2026-03-05 02:10:11,2026-03-05 03:07:50,6,18.4,54.06,No Charge
2026-03-07 03:48:28,2026-03-07 04:00:52,3,21.07,61.3,Dispute
2026-03-03 11:01:13,2026-03-03 11:30:47,2,6.33,25.69,No Charge
2026-03-04 16:09:30,2026-03-04 16:26:03,4,18.94,56.79,No Charge
2026-03-05 16:08:40,2026-03-05 16:19:46,4,8.36,28.06,No Charge
2026-03-02 19:32:38,2026-03-02 20:28:14,2,16.48,45.58,Cash
2026-03-02 15:42:35,2026-03-02 16:35:30,2,12.94,39.77,Credit Card
2026-03-01 13:36:29,2026-03-01 13:52:59,3,0.97,5.67,No Charge
2026-03-02 09:29:06,2026-03-02 09:58:20,2,2.66,11.49,Credit Card
2026-03-03 12:18:14,2026-03-03 12:33:16,4,11.31,40.35,Cash
2026-03-02 04:27:43,2026-03-02 04:57:09,2,24.35,70.83,Cash
2026-03-04 05:35:51,2026-03-04 06:01:44,6,10.2,31.11,No Charge
2026-03-04 23:51:35,2026-03-05 00:16:16,6,18.75,54.69,Cash
2026-03-01 12:52:01,2026-03-01 13:04:15,3,2.12,12.79,No Charge
2026-03-05 01:27:51,2026-03-05 01:44:23,4,12.61,35.95,No Charge
2026-03-06 01:52:35,2026-03-06 02:44:29,5,9.87,27.93,Cash
2026-03-06 12:02:28,2026-03-06 12:13:39,3,5.31,19.5,Credit Card
2026-03-03 09:19:32,2026-03-03 10:18:13,3,16.28,53.13,No Charge
2026-03-06 08:21:36,2026-03-06 08:32:33,5,23.32,62.41,Cash
2026-03-04 12:49:59,2026-03-04 13:25:44,6,11.56,36.17,Credit Card
2026-03-04 15:43:12,2026-03-04 16:12:32,3,10.95,39.56,No Charge
2026-03-05 16:38:57,2026-03-05 17:18:57,4,6.92,23.38,Cash
2026-03-06 15:11:35,2026-03-06 15:27:05,5,18.21,49.5,Credit Card
2026-03-06 15:31:26,2026-03-06 15:39:27,1,6.51,25.0,Credit Card
2026-03-02 18:17:43,2026-03-02 18:32:09,3,-1.91,4.91,Dispute
2026-03-01 17:55:33,2026-03-01 17:58:48,6,5.9,24.36,Credit Card
2026-03-02 10:57:06,2026-03-02 11:48:45,3,-3.04,3.4,No Charge
2026-03-04 06:57:18,2026-03-04 07:38:53,1,5.16,22.21,Cash
2026-03-03 19:05:45,2026-03-03 19:41:12,5,22.78,64.16,No Charge
2026-03-01 22:25:59,2026-03-01 22:52:09,3,18.23,56.57,Credit Card
2026-03-04 19:52:24,2026-03-04 20:33:01,3,16.55,51.34,No Charge
2026-03-06 01:02:38,2026-03-06 01:06:49,5,14.8,47.92,Dispute
2026-03-01 12:38:41,2026-03-01 13:23:25,1,0.68,11.34,Dispute
2026-03-01 01:16:26,2026-03-01 01:32:52,5,8.63,31.85,No Charge
2026-03-02 07:17:17,2026-03-02 07:31:46,1,21.17,63.95,Credit Card
2026-03-07 12:16:43,2026-03-07 12:30:28,2,12.15,41.08,Dispute
2026-03-06 10:04:22,2026-03-06 10:16:34,1,2.18,12.53,No Charge
2026-03-06 03:15:35,2026-03-06 03:47:10,6,8.2,25.33,No Charge
2026-03-01 18:21:01,2026-03-01 19:11:42,5,14.53,43.29,No Charge
2026-03-06 09:56:45,2026-03-06 10:53:11,3,23.62,67.35,Cash
2026-03-02 18:39:10,2026-03-02 19:20:26,2,11.0,34.64,No Charge
2026-03-03 07:05:03,2026-03-03 07:13:58,4,12.14,36.84,Credit Card
2026-03-03 05:34:33,2026-03-03 05:51:40,1,10.3,35.99,No Charge
2026-03-02 05:04:47,2026-03-02 05:11:19,5,8.58,27.23,Cash
2026-03-01 03:26:52,2026-03-01 04:09:45,5,18.86,50.48,Dispute
2026-03-04 06:00:20,2026-03-04 06:42:53,1,11.7,33.69,Dispute
2026-03-07 17:07:45,2026-03-07 17:44:50,5,23.08,70.43,Cash
2026-03-04 14:00:55,2026-03-04 14:07:45,4,11.04,39.7,Cash
2026-03-01 00:52:26,2026-03-01 01:21:40,2,19.93,58.66,Credit Card
2026-03-06 15:56:13,2026-03-06 16:03:22,6,20.11,61.69,Cash
2026-03-03 10:14:06,2026-03-03 11:11:44,4,12.72,36.35,Credit Card
2026-03-06 05:07:04,2026-03-06 05:54:51,2,19.61,61.88,Cash
2026-03-05 07:28:32,2026-03-05 07:58:59,3,24.69,67.97,No Charge
2026-03-07 08:18:50,2026-03-07 09:01:59,6,-1.25,3.31,Cash
2026-03-07 22:37:36,2026-03-07 23:00:55,5,12.04,41.27,Dispute
2026-03-02 11:05:04,2026-03-02 11:23:38,3,8.27,31.57,Cash
2026-03-04 21:12:45,2026-03-04 21:52:47,1,12.85,43.64,No Charge
2026-03-06 07:24:28,2026-03-06 08:21:08,4,10.86,36.45,No Charge
2026-03-01 01:21:02,2026-03-01 01:56:39,4,4.4,22.53,Cash
2026-03-01 04:43:12,2026-03-01 04:59:24,4,13.48,41.36,No Charge
2026-03-06 01:22:52,2026-03-06 01:32:43,5,9.53,33.73,Credit Card
2026-03-03 09:27:09,2026-03-03 10:05:25,4,8.55,31.33,No Charge
2026-03-03 15:49:59,2026-03-03 16:37:13,6,15.53,49.8,Dispute
2026-03-03 20:26:35,2026-03-03 20:57:53,4,2.86,11.07,Cash
2026-03-07 18:15:44,2026-03-07 18:44:24,2,6.95,27.93,Cash
2026-03-04 02:50:59,2026-03-04 03:50:55,1,7.8,24.28,Cash
2026-03-02 01:05:10,2026-03-02 01:09:22,2,10.53,35.45,Credit Card
2026-03-02 16:12:19,2026-03-02 17:08:33,4,16.67,53.85,Cash
2026-03-04 10:17:59,2026-03-04 10:52:18,6,13.24,42.78,Credit Card
2026-03-05 16:29:48,2026-03-05 17:22:14,5,-0.45,5.33,Credit Card
2026-03-06 21:01:59,2026-03-06 21:20:25,4,2.34,16.28,Cash
2026-03-05 06:28:42,2026-03-05 07:11:03,5,14.99,41.22,No Charge
2026-03-04 23:07:03,2026-03-05 00:01:05,6,2.79,14.74,Credit Card
2026-03-03 09:20:55,2026-03-03 09:29:59,4,0.67,7.35,No Charge
2026-03-07 16:22:39,2026-03-07 16:47:14,2,14.86,49.66,Dispute
2026-03-01 03:28:24,2026-03-01 04:07:10,2,2.16,11.71,Credit Card
2026-03-03 03:46:21,2026-03-03 04:28:07,2,8.11,31.1,No Charge
2026-03-07 08:50:53,2026-03-07 09:50:03,2,23.26,61.27,Credit Card
2026-03-03 04:33:27,2026-03-03 04:47:39,4,5.11,21.65,Dispute
2026-03-06 00:44:18,2026-03-06 01:34:36,5,11.05,39.84,Credit Card
2026-03-03 19:26:55,2026-03-03 19:54:20,4,15.84,43.76,No Charge
2026-03-05 15:29:04,2026-03-05 16:18:58,3,11.55,34.25,Cash
2026-03-03 09:47:01,2026-03-03 10:41:52,5,10.05,31.76,Cash
2026-03-03 10:37:50,2026-03-03 11:08:34,5,23.39,65.32,No Charge
2026-03-04 09:15:24,2026-03-04 09:43:49,2,19.6,58.41,Cash
2026-03-03 01:04:50,2026-03-03 01:15:10,4,7.44,24.48,Dispute
2026-03-07 09:58:43,2026-03-07 10:47:59,6,-0.23,2.61,No Charge
2026-03-01 07:25:22,2026-03-01 07:32:20,4,11.74,39.7,Cash
2026-03-07 00:36:02,2026-03-07 00:56:09,2,13.62,42.79,Credit Card
2026-03-06 18:50:51,2026-03-06 19:20:36,1,4.68,24.16,No Charge
2026-03-03 09:25:26,2026-03-03 09:44:51,4,7.53,-1.04,Dispute
2026-03-03 06:09:21,2026-03-03 06:31:31,2,19.82,55.47,No Charge
2026-03-04 08:34:00,2026-03-04 08:54:41,2,13.71,39.54,Cash
2026-03-03 23:16:41,2026-03-04 00:08:43,5,9.75,35.65,Credit Card
2026-03-05 13:21:16,2026-03-05 13:29:14,6,17.84,55.21,Cash
2026-03-04 10:14:37,2026-03-04 10:26:43,4,21.98,64.96,No Charge
2026-03-03 13:47:22,2026-03-03 14:21:50,1,19.25,58.97,Dispute
2026-03-02 01:55:09,2026-03-02 02:08:46,3,12.35,35.29,Credit Card
2026-03-01 07:53:11,2026-03-01 08:35:37,3,17.92,49.91,Credit Card
2026-03-02 05:05:35,2026-03-02 05:41:57,2,21.36,65.59,No Charge
2026-03-07 01:03:53,2026-03-07 01:30:01,5,4.48,21.79,Cash
2026-03-04 04:24:56,2026-03-04 04:49:49,1,4.51,16.68,Cash
2026-03-01 14:28:59,2026-03-01 14:52:04,2,10.61,39.36,Dispute
2026-03-06 09:55:29,2026-03-06 10:18:26,5,5.14,19.54,No Charge
2026-03-05 07:42:24,2026-03-05 07:51:46,4,6.4,25.86,Credit Card
2026-03-07 11:08:36,2026-03-07 11:18:56,5,4.32,21.14,Cash
2026-03-02 12:06:35,2026-03-02 12:56:30,2,7.68,31.65,Cash
2026-03-05 08:50:53,2026-03-05 09:01:12,6,-3.02,5.37,No Charge
2026-03-07 16:16:28,2026-03-07 16:28:20,4,20.13,56.3,Cash
2026-03-06 05:37:40,2026-03-06 05:47:48,5,18.37,49.87,No Charge
2026-03-01 04:20:47,2026-03-01 05:11:44,1,14.27,40.42,Dispute
2026-03-07 07:45:58,2026-03-07 08:23:41,5,7.06,24.09,Cash
2026-03-03 20:30:09,2026-03-03 21:23:38,2,23.27,61.62,Cash
2026-03-05 01:11:21,2026-03-05 01:56:26,6,17.52,56.58,Credit Card
2026-03-04 02:36:43,2026-03-04 03:31:59,1,19.43,61.38,Dispute
2026-03-04 18:40:57,2026-03-04 19:38:26,4,11.19,32.69,No Charge
2026-03-03 19:27:33,2026-03-03 20:06:44,4,18.7,50.17,Cash
2026-03-06 12:13:29,2026-03-06 12:58:38,4,14.28,43.6,No Charge
2026-03-05 17:35:57,2026-03-05 18:20:44,4,4.01,20.99,Credit Card
2026-03-02 07:17:12,2026-03-02 07:21:30,1,12.61,40.38,No Charge
2026-03-02 19:21:04,2026-03-02 19:44:54,4,13.17,42.49,Dispute
2026-03-01 05:28:44,2026-03-01 05:54:15,6,-4.87,-1.11,Dispute
2026-03-04 11:04:04,2026-03-04 11:59:29,6,-4.98,-6.33,Dispute
2026-03-06 18:16:57,2026-03-06 18:29:44,2,21.03,58.69,Cash
2026-03-02 18:40:10,2026-03-02 19:39:48,4,16.7,47.33,Dispute
2026-03-07 16:44:17,2026-03-07 16:54:58,1,23.17,69.22,Cash
2026-03-06 05:00:37,2026-03-06 05:59:24,4,8.97,26.17,Credit Card
2026-03-07 00:40:49,2026-03-07 01:29:23,4,3.38,18.41,Cash
2026-03-04 09:19:46,2026-03-04 10:15:30,2,15.09,49.26,Cash
2026-03-01 11:43:45,2026-03-01 12:00:25,1,10.58,35.41,Cash
2026-03-02 09:27:01,2026-03-02 09:31:38,1,19.15,56.53,Dispute
2026-03-04 23:15:45,2026-03-05 00:07:03,2,11.78,33.9,Cash
2026-03-03 00:29:53,2026-03-03 01:24:29,1,-1.63,1.16,No Charge
2026-03-05 03:33:59,2026-03-05 03:53:27,3,3.87,16.99,No Charge
2026-03-02 22:08:32,2026-03-02 22:38:23,1,17.45,55.26,No Charge
2026-03-06 17:52:48,2026-03-06 18:24:36,5,8.17,26.1,Credit Card
2026-03-05 08:38:44,2026-03-05 09:16:09,2,24.45,66.29,Dispute
2026-03-04 15:57:22,2026-03-04 16:22:48,2,9.97,29.53,No Charge
2026-03-05 23:58:51,2026-03-06 00:38:52,4,23.99,69.54,No Charge
2026-03-05 10:35:12,2026-03-05 11:12:46,5,21.58,63.93,No Charge
2026-03-04 07:33:56,2026-03-04 08:18:31,4,3.37,18.04,Credit Card
2026-03-03 13:38:55,2026-03-03 14:06:55,5,24.8,71.3,Credit Card
2026-03-03 02:46:04,2026-03-03 03:12:42,5,6.55,23.73,Cash
2026-03-01 23:04:51,2026-03-01 23:10:42,1,10.64,37.84,Cash
2026-03-02 03:52:40,2026-03-02 04:22:08,2,4.76,17.97,Dispute
2026-03-03 01:37:49,2026-03-03 02:05:25,5,6.07,20.2,Cash
2026-03-05 18:22:11,2026-03-05 18:59:01,4,15.4,45.19,Credit Card
2026-03-04 06:30:15,2026-03-04 07:00:56,6,15.29,46.91,Dispute
2026-03-07 16:10:14,2026-03-07 16:18:39,3,21.81,67.03,Cash
2026-03-06 20:40:36,2026-03-06 21:31:25,2,19.83,-0.28,Cash
2026-03-01 11:45:45,2026-03-01 12:39:28,5,-1.97,6.83,Dispute
2026-03-01 10:55:42,2026-03-01 11:01:38,6,8.41,29.62,Credit Card
2026-03-02 04:34:30,2026-03-02 04:46:34,1,20.81,64.62,Cash
2026-03-02 21:18:43,2026-03-02 21:35:20,5,-0.3,3.97,Dispute
2026-03-06 16:09:30,2026-03-06 16:32:10,1,21.24,65.6,Credit Card
2026-03-03 09:03:05,2026-03-03 09:29:44,1,2.03,12.01,Dispute
2026-03-06 21:09:16,2026-03-06 21:47:04,1,6.83,26.14,No Charge
2026-03-03 14:46:26,2026-03-03 15:29:27,6,23.67,63.04,Credit Card
2026-03-02 12:39:16,2026-03-02 13:10:09,4,15.62,49.66,Cash
2026-03-04 10:16:11,2026-03-04 11:03:19,3,20.27,54.94,Dispute
2026-03-07 19:24:45,2026-03-07 20:18:52,3,18.34,57.25,No Charge
2026-03-02 03:00:41,2026-03-02 03:26:27,3,16.54,-8.49,Dispute
2026-03-01 18:32:20,2026-03-01 18:38:28,6,11.23,40.34,No Charge
2026-03-02 04:37:53,2026-03-02 05:02:15,3,20.74,59.51,Credit Card
2026-03-01 00:03:37,2026-03-01 00:36:10,6,5.6,-5.72,Cash
2026-03-05 05:02:08,2026-03-05 05:27:47,1,23.58,65.91,Cash
2026-03-04 00:26:46,2026-03-04 00:51:57,3,24.58,67.8,Credit Card
2026-03-01 05:07:44,2026-03-01 05:19:02,6,0.79,7.88,Dispute
2026-03-02 02:32:17,2026-03-02 03:24:14,4,20.12,56.38,Dispute
2026-03-05 23:11:03,2026-03-05 23:17:14,3,7.34,25.02,Dispute
2026-03-07 11:36:30,2026-03-07 12:26:39,6,5.95,22.06,Cash
2026-03-03 05:09:46,2026-03-03 05:32:10,3,8.99,29.79,Credit Card
2026-03-01 12:42:42,2026-03-01 12:48:33,3,0.81,6.96,No Charge
2026-03-02 03:57:59,2026-03-02 04:31:56,4,22.14,64.73,Cash
2026-03-05 17:18:16,2026-03-05 17:38:14,4,11.16,38.21,Dispute
2026-03-06 05:03:22,2026-03-06 05:45:22,6,13.37,38.92,Credit Card
2026-03-04 13:23:14,2026-03-04 14:07:10,4,7.66,26.79,Credit Card
2026-03-04 22:49:37,2026-03-04 23:05:48,4,20.22,59.05,No Charge
2026-03-05 19:59:52,2026-03-05 20:24:40,5,9.48,27.1,Credit Card
2026-03-06 18:46:20,2026-03-06 19:21:42,5,5.36,17.57,Cash
2026-03-05 21:47:02,2026-03-05 21:52:57,6,12.97,36.65,Cash
2026-03-01 20:12:25,2026-03-01 20:49:46,1,3.93,18.4,Cash
2026-03-03 08:04:17,2026-03-03 08:37:51,5,4.38,15.21,No Charge
2026-03-02 00:29:24,2026-03-02 01:11:30,2,5.51,17.15,Credit Card
2026-03-06 01:49:11,2026-03-06 02:11:17,6,3.88,13.42,No Charge
2026-03-03 06:48:16,2026-03-03 07:06:59,6,6.65,21.78,Dispute
